1	1800029049	12	5
1	1804857429	8	4
1	1800030906	13	5
1	1800018548	11	5
1	1800256362	9	4
1	1808438656	9	4
1	1807428619	5	3
1	1800373145	10	4
1	1808403329	10	4
1	1804738128	13	5
1	1808405417	12	5
1	1800030633	9	4
1	1807858487	6	3
1	1804763109	9	4
1	1800030044	10	4
2	1800019594	12	5
2	1808478440	1	1
2	1800353817	11	5
2	1808403981	7	3
2	1807428619	12	5
2	1807592188	10	4
2	1808403329	10	4
2	1800026398	1	1
2	1800137412	1	1
2	1807743620	8	4
2	1808440575	1	1
2	1807858361	1	1
2	1808418671	1	1
2	1808405428	1	1
2	1807432594	12	5
2	1803454613	11	5
2	1808404170	1	1
3	1807751254	12	5
3	1804476866	12	5
3	1807432830	11	5
3	1807566956	9	4
3	1800180382	9	4
3	1808429955	12	5
3	1807816360	12	5
3	1807743620	11	5
3	1800019301	12	5
3	1800352350	8	4
3	1800019822	12	5
3	1800019201	12	5
3	1800090593	12	5
3	1800019257	13	5
3	1804487874	11	5
3	1800353555	12	5
3	1800311253	13	5
3	1800194750	12	5
3	1808404459	13	5
3	1800024381	13	5
3	1808396025	12	5
3	1800018623	11	5
3	1800444945	12	5
3	1807463608	7	3
3	1800018548	12	5
3	1800024574	11	5
3	1804379717	4	2
3	1800422570	9	4
3	1804398724	7	3
3	1807634842	11	5
3	1800025331	13	5
3	1800310208	10	4
3	1808500672	10	4
3	1800024386	12	5
3	1800071965	12	5
3	1800350348	11	5
3	1800416570	8	4
3	1800417054	8	4
3	1807993019	12	5
3	1800355643	7	3
3	1804749968	7	3
3	1800196077	12	5
3	1800359873	13	5
3	1800125617	10	4
3	1807776067	12	5
3	1804738128	13	5
3	1800025595	10	4
3	1802957617	12	5
3	1805535163	12	5
3	1807645166	13	5
3	1804383571	13	5
3	1804379947	12	5
3	1807537463	13	5
3	1800350475	12	5
3	1800139980	12	5
3	1807634870	6	3
3	1800366569	6	3
3	1804476870	11	5
3	1804856734	12	5
3	1800219674	11	5
3	1800168982	11	5
3	1800019665	12	5
3	1808421437	12	5
3	1807426890	8	4
3	1808404091	8	4
3	1800021580	12	5
3	1804383559	9	4
3	1800018933	5	3
3	1804318786	11	5
3	1800221038	9	4
3	1800135383	12	5
3	1800020789	11	5
3	1808404439	12	5
4	1807816319	7	3
4	1808428820	7	3
4	1808412549	9	4
4	1807428853	9	4
4	1808403981	7	3
4	1808404541	9	4
4	1807428619	9	4
4	1807592188	7	3
4	1808412006	7	3
4	1808440470	10	4
4	1808418721	4	2
4	1808404091	7	3
4	1808420114	6	3
4	1808403441	10	4
4	1808404459	6	3
4	1808405417	10	4
4	1808418671	5	3
4	1807432594	11	5
5	1808403540	9	4
5	1808440470	12	5
5	1808451090	1	1
5	1808404541	10	4
5	1808431831	1	1
5	1808405417	13	5
5	1808412006	12	5
5	1800067691	1	1
5	1800099342	13	5
5	1808405428	13	5
5	1808429384	13	5
6	1807540353	11	5
6	1800213264	11	5
6	1804104796	11	5
6	1807745512	10	4
6	1800019594	12	5
6	1800353550	11	5
6	1800256345	8	4
6	1808403981	11	5
6	1800215641	11	5
6	1800023539	11	5
6	1800080795	11	5
6	1804383575	10	4
6	1800071669	13	5
6	1800080788	12	5
6	1800359873	9	4
6	1800024141	12	5
6	1804738128	11	5
6	1800252796	11	5
6	1800021618	12	5
6	1800024300	12	5
6	1800258858	8	4
6	1803454613	11	5
6	1800019794	13	5
6	1807428853	10	4
6	1800334348	11	5
6	1807537463	12	5
6	1807812168	12	5
6	1800350475	12	5
6	1800022345	11	5
6	1800026398	6	3
6	1800068037	1	1
6	1807426890	7	3
6	1800249529	13	5
6	1805537012	11	5
6	1800020102	12	5
6	1800021799	11	5
6	1800019654	10	4
6	1800026053	12	5
6	1808405417	12	5
6	1800024255	12	5
6	1800285442	12	5
6	1808405428	13	5
6	1800359665	12	5
6	1800321162	12	5
6	1800026423	12	5
7	1800107656	13	5
7	1804713423	12	5
7	1800269171	12	5
7	1800256716	12	5
7	1807432836	13	5
7	1800161524	13	5
7	1800353545	12	5
7	1808404018	12	5
7	1807426886	12	5
7	1800169866	13	5
7	1800051573	12	5
7	1800235955	13	5
7	1800233344	13	5
7	1800057997	10	4
7	1802761123	13	5
7	1800022229	10	4
7	1804770389	13	5
7	1800194018	13	5
7	1800367822	13	5
8	1807859491	12	5
8	1808428820	12	5
8	1808481189	13	5
8	1808404343	13	5
8	1808429955	12	5
8	1808403329	13	5
8	1804383671	13	5
8	1807816360	3	2
8	1807858503	12	5
8	1804857431	9	4
8	1808404300	11	5
8	1808420114	13	5
8	1808403441	1	1
8	1808405757	13	5
8	1807599125	5	3
8	1808405417	13	5
8	1808419778	12	5
8	1808429384	13	5
8	1808404170	1	1
9	1808406133	12	5
9	1807859491	1	1
9	1800353817	11	5
9	1807993019	13	5
9	1807592188	10	4
9	1808485924	10	4
9	1800022581	11	5
9	1808405417	10	4
9	1804383585	7	3
9	1807432594	13	5
9	1803454613	9	4
10	1808440470	13	5
10	1808418750	10	4
10	1808403143	1	1
10	1808404549	5	3
10	1808404742	7	3
10	1808435941	10	4
10	1808405757	11	5
10	1808439408	13	5
10	1808405308	12	5
10	1808412006	1	1
10	1808420230	13	5
10	1808435494	10	4
11	1800019531	12	5
11	1800181940	12	5
11	1808410341	12	5
11	1807863382	10	4
11	1808405164	12	5
11	1800027621	12	5
11	1807428853	12	5
11	1807812168	9	4
11	1800139980	9	4
11	1808419193	9	4
11	1807592188	8	4
11	1808403062	11	5
11	1808405650	12	5
11	1807784298	12	5
11	1800018639	7	3
11	1807858503	7	3
11	1800421139	10	4
11	1804486105	11	5
11	1804738128	13	5
11	1808405417	13	5
11	1804770389	10	4
11	1804892925	9	4
11	1807838809	10	4
11	1800253043	10	4
12	1808403030	12	5
12	1808465610	9	4
12	1808405886	8	4
12	1807592188	8	4
12	1807428619	12	5
12	1808403329	10	4
12	1808415480	1	1
12	1807839027	7	3
12	1808404477	10	4
12	1808402795	13	5
12	1808405428	11	5
13	1808467432	11	5
13	1808415451	12	5
13	1804713420	11	5
13	1807858489	11	5
13	1807428619	12	5
13	1808481189	12	5
13	1808429955	13	5
13	1808429530	10	4
13	1808415480	10	4
13	1808440575	5	3
13	1808416901	12	5
13	1808403030	13	5
13	1808443070	11	5
13	1808404398	11	5
13	1800420528	11	5
13	1808437167	10	4
13	1804857894	13	5
13	1808416650	10	4
13	1807634842	9	4
13	1808404459	12	5
13	1800025962	11	5
13	1808412615	10	4
13	1808429384	10	4
13	1808404170	5	3
13	1808404439	12	5
14	1808467432	13	5
14	1804857429	13	5
14	1808441957	1	1
14	1800043163	13	5
14	1800305699	13	5
14	1804713420	13	5
14	1800360158	13	5
14	1807812137	13	5
14	1808440575	1	1
14	1800230652	13	5
14	1800018639	13	5
14	1808437039	13	5
14	1808404018	12	5
14	1808443070	13	5
14	1800023578	13	5
14	1808405325	13	5
14	1800025623	13	5
14	1800247315	1	1
14	1800341693	13	5
14	1808405417	13	5
14	1808429384	13	5
14	1808404170	1	1
15	1808412410	9	4
15	1808439335	13	5
15	1808457965	12	5
15	1808485843	9	4
15	1808456789	8	4
15	1807993019	10	4
15	1808429955	5	3
15	1808435938	13	5
15	1808498798	5	3
15	1800145098	12	5
15	1807743620	7	3
15	1808402795	8	4
15	1807839027	7	3
15	1808403030	10	4
15	1808488291	8	4
15	1808406634	7	3
15	1800019337	13	5
15	1808465495	9	4
15	1808416650	5	3
15	1807599125	6	3
15	1808465775	5	3
15	1804738128	13	5
15	1808404459	9	4
15	1807432594	10	4
15	1808465610	9	4
